1	12	İdârî Birimin Yeni Harflerle Adı	Eski Harflerle Adı	Unvani 1 raw	Unvan 1	Unvan 1 year	Unvan 1 note	Bagli raw	Bagli 1 1	Bagli 1 2	Bagli 1 3	Bagli 1 4	Unvani 2 raw	Unvan 2	Unvan 2 year	Unvan 2 note	Bagli 2 raw	Bagli 2 1	Bagli 2 2	Bagli 2 3	Bagli 2 4	Unvani 3 raw	Unvan 3	Unvan 3 year	Unvan 3 note	Bagli 3 raw	Bagli 3 1	Bagli 3 2	Bagli 3 3	Bagli 3 4	Unvani 4 raw	Unvan 4	Unvan 4 year	Unvan 4 note	Bagli 4 raw	Bagli 4 1	Bagli 4 2	Bagli 4 3	Bagli 4 4	Unvani 5 raw	Unvan 5	Unvan 5 year	Unvan 5 note	Bagli 5 raw	Bagli 5 1	Bagli 5 2	Bagli 5 3	Bagli 5 4	Unvani 6 raw	Unvan 6	Unvan 6 year	Unvan 6 note	Bagli 6 raw	Bagli 6 1	Bagli 6 2	Bagli 6 3	Bagli 6 4	Unvani 7	Bagli 7	Unvani 8	Bagli 8	Unvani 9	Bagli 9	Unvani 10	Bagli 10	Unvani 11	Bagli 11	Unvani 12	Bagli 12	Unvani 13	Bagli 13	Unvani 14	Bagli 14
315	315	ARAMAN	آره مان	Nahiye Mrk.	Nahiye merkezi			Kaymaz>Kandıra>Kocaeli		Kaymaz	Kandıra	Kocaeli																																																													
316	316	ARAN	آران	Bölge (Erivan ve Nahcivanı kapsayan bölge.)	Bölge		Erivan ve Nahcivanı kapsayan bölge.	Ermenistan				Ermenistan																																																													
317	317	ARANZ	عرنس	Nahiye Mrk.	Nahiye merkezi			Beşpınar>Garzan>Siirt>Bitlis	Beşpınar	Garzan	Siirt	Bitlis	Nahiye Mrk. (1938)	Nahiye merkezi	1938		Beşpınar>Kurtalan>Siirt		Beşpınar	Kurtalan	Siirt																																																				
318	318	Arabsun (GÜLŞEHİR) (1948’de “Gülşehir” oldu.)	عربسون	Kaza (1779)	Kaza	1779		Niğde>Karaman eyâleti			Niğde	Karaman eyâleti	Kaza (1865)	Kaza	1865		Niğde>Konya vilâyeti			Niğde	Konya vilâyeti	Kaza (1924-1933)	Kaza	1924-1933		Aksaray				Aksaray	Kaza (1954)	Kaza	1954		Nevşehir				Nevşehir																																		
319	319	ARAPKİR	عرپکير	Sancak (15. yy.)	Sancak	15. yy.		Rum eyâleti				Rum eyâleti	Sancak (1520)	Sancak	1520		Diyarbakır eyâleti				Diyarbakır eyâleti	Sancak (1846)	Sancak	1846		Harput eyâleti				Harput eyâleti	Eyâlet Mrk. (1853)	Eyâlet merkezi	1853		Harput eyâleti				Harput eyâleti	Sancak (1855)	Sancak	1855		Diyarbakır eyâleti				Diyarbakır eyâleti	Sancak (1857)	Sancak	1857		Harput eyâleti				Harput eyâleti	Kaza (1866)	Mam.retülaziz>Diyarbakır vilâyeti	Kaza (1926)	Malatya												
320	320	ARAS (Velibaba)	آراس	Nahiye (1865)	Nahiye	1865		Pasinler>Erzurum>Erzurum vilâyeti		Pasinler	Erzurum	Erzurum vilâyeti	Nahiye (1953)	Nahiye	1953		Horasan>Erzurum			Horasan	Erzurum																																																				
321	321	ARBE (Rabe)	آربه	Ada	Ada			Adriyatik denizinde				Adriyatik denizinde																																																													
322	322	ARCİŞ (Ardjch, pitesti)	آرجيش	Sancak	Sancak			Eflâk>Romanya			Eflâk	Romanya																																																													
323	323	ARDAHAN (İlk dönemlerde büyük ve kü.ük Ardahan diye ikiye ayrıldığı olmuştur.)	آردهان	Sancak (1574)	Sancak	1574		Erzurum eyâleti				Erzurum eyâleti	Sancak (1578)	Sancak	1578		Çıldır eyâleti				Çıldır eyâleti	Kaza (1828)	Kaza	1828		Çıldır>Erzurum eyâleti			Çıldır	Erzurum eyâleti	Kaza (1878)	Kaza	1878		Rusya yönetimi				Rusya yönetimi	Vilâyet (1924)	Vilâyet	1924		Ardahan				Ardahan	Kaza (1926)	Kaza	1926		Kars				Kars	Vilâyet (1992)	Ardahan														
324	324	ARDANUÇ (Adakale)	آردانوچ	Sancak (1551)	Sancak	1551		Erzurum eyâleti				Erzurum eyâleti	Sancak (1578)	Sancak	1578		Çıldır eyâleti				Çıldır eyâleti	Kaza (1828)	Kaza	1828		Çıldır>Erzurum eyâleti			Çıldır	Erzurum eyâleti	Kaza(1878)	Kaza	1878		Rusya yönetimi				Rusya yönetimi	Nahiye (1921)	Nahiye	1921		Merkez>Artvin			Merkez	Artvin	Kaza (1945)	Kaza	1945		Artvin				Artvin																
325	325	ARDASA	آردسه	Kaza Mrk.	Kaza merkezi			Torul>Gümüşhane>Trabzon vilâyeti		Torul	Gümüşhane	Trabzon vilâyeti	Kaza Mrk. (1924)	Kaza merkezi	1924		Torul>Gümüşhane			Torul	Gümüşhane																																																				
326	326	ARDEBİL	آردبيل	Şehir	Şehir			İran (İran Azerbaycanı)				İran (İran Azerbaycanı)																																																													
327	327	ARDELAN	آردلان	Kaza	Kaza			İran (Batı İran)				İran (Batı İran)																																																													
328	328	ARDEŞEN	آرده شن	Nahiye	Nahiye			Atina>Rize			Atina	Rize	Kaza (1953)	Kaza	1953		Rize				Rize																																																				
329	329	Ardos (ÇAMLIBEL)	آردوس	Nahiye (1865)	Nahiye	1865		Namrevan>Erzurum>Erzurum vilâyeti		Namrevan	Erzurum	Erzurum vilâyeti	Köy	Köy			Merkez>Oltu>Erzurum		Merkez	Oltu	Erzurum																																																				
330	330	Arduşin (YENİBAŞAK)	آردوشين	Sancak Mrk.	Sancak merkezi			Genç>Bitlis vilâyeti			Genç	Bitlis vilâyeti	Kaza (1878)	Kaza	1878		Genç>Bitlis vilâyeti			Genç	Bitlis vilâyeti	Nahiye Mrk. (1884)	Nahiye merkezi	1884		Valir>Muş>Bitlis vilâyeti		Valir	Muş	Bitlis vilâyeti	Nahiye (1936)	Nahiye	1936		Solhan>Bingöl			Solhan	Bingöl																																		
331	331	ARGA	آرغه	Kaza Mrk. (1850)	Kaza merkezi	1850		Akçadağ>Malatya>Harput eyâleti		Akçadağ	Malatya	Harput eyâleti	Kaza Mrk. (1924)	Kaza merkezi	1924		Akçadağ>Malatya			Akçadağ	Malatya																																																				
332	332	ARGITHANI	ارغيدخانی	Kaza (18.yy.)	Kaza	18. yy.		Konya>Karaman eyâleti			Konya	Karaman eyâleti	Nahiye (1865)	Nahiye	1865		Ilgın>Konya>Konya vilâyeti		Ilgın	Konya	Konya vilâyeti	Nahiye (1924)	Nahiye	1924		Ilgın>Konya			Ilgın	Konya																																											
333	333	ARGOLİDE	آرغوليده	Kaza	Kaza			Mora>Yunanistan			Mora	Yunanistan																																																													
334	334	ARGOMA	آرغوما	Nahiye (Merkezifon bölgesinde idi.)	Nahiye		Merkezifon bölgesinde idi.	Merkez>Amasya>Rum eyâleti		Merkez	Amasya	Rum eyâleti																																																													
335	335	ARGOS	آرغوس	Kaza	Kaza			Korent ve Argolide>Yunanistan			Korent ve Argolide	Yunanistan																																																													
336	336	ARGOSTOLİ (Argostolion)	آرغوستولی	Şehir (Kefalonya adasında)	Şehir		Kefalonya adasında	Yunanistan				Yunanistan																																																													
337	337	ARGUSLU	آرغوسلی	Nahiye (1928’de Niksar Mrk. bucağına bağlı köy, şimdi bulunamadı.)	Nahiye		1928’de Niksar Mrk. bucağına bağlı köy, şimdi bulunamadı.	Niksar>Tokat>Sivas vilâyeti		Niksar	Tokat	Sivas vilâyeti																																																													
338	338	ARGUVAN (Tahir)	آرغوان	Nahiye (16. yy.)	Nahiye	16. yy.		Merkez>Malatya>Rum eyâleti		Merkez	Malatya	Rum eyâleti	Kaza (~1834)	Kaza	~1834		Maadin>Harput eyâleti			Maadin	Harput eyâleti	Kaza	Kaza			Maadin>Diyarbakır eyâleti			Maadin	Diyarbakır eyâleti	Nahiye (1873)	Nahiye	1873		Keban>Mam.retülaziz vilâyeti			Keban	Mamûretülaziz vilâyeti	Nahiye (1924)	Nahiye	1924		Merkez>Malatya			Merkez	Malatya	Kaza (1954)	Kaza	1954		Malatya				Malatya																
339	339	ARHAVİ (Arhova)	آرخوی	Kaza (1530)	Kaza	1530		Trabzon>Rum eyâleti			Trabzon	Rum eyâleti	Nahiye (~1846)	Nahiye	~1846		Hopa>Lazistan>Trabzon eyâleti		Hopa	Lazistan	Trabzon eyâleti	Nahiye (1868)	Nahiye	1868		Hopa>Lazistan>Trabzon vilâyeti		Hopa	Lazistan	Trabzon vilâyeti	Nahiye (1936)	Nahiye	1936		Hopa>Artvin			Hopa	Artvin	Kaza (1954)	Kaza	1954		Artvin				Artvin																									
340	340	ARICAK (Karabegân) Mirvan)	آريجق	Nahiye (1889)	Nahiye	1889		Palu>Erganimadeni>Diyarbakır		Palu	Erganimadeni	Diyarbakır	Nahiye (1924)	Nahiye	1924		Palu>Elâzığ			Palu	Elâzığ	Kaza (~990)	Kaza	~990		Elâzığ				Elâzığ																																											
341	341	ARIL maa KIZILHİSAR-I KEBÎR	آريل مع قزيل حصار کبير	Kaza (16.yy.)	Kaza	16. yy.		Ayıntab>Halep eyâleti			Ayıntab	Halep eyâleti																																																													
342	342	ARIL	آريل	Kasaba	Kasaba			Merkez>Merkez>Gaziantep		Merkez	Merkez	Gaziantep																																																													
343	343	ARIM	آريم	Kaza (1520)	Kaza	1520		Canik>Rum eyâleti			Canik	Rum eyâleti	Kaza (17.yy.)	Kaza	17. yy.		Canik>Sivas eyâleti			Canik	Sivas eyâleti																																																				
344	344	ARIM maa ÇARŞAMBA	آريم مع جهارشندبه	Kaza (1846)	Kaza	1846		Canik>Trabzon eyâleti			Canik	Trabzon eyâleti																																																													
345	345	ARIM (Çarşamba’ya bağlı halen “Arım” önekli beş köy vardır.)	آريم	Köy	Köy			Merkez>Çarşamba>Trabzon vilâyeti		Merkez	Çarşamba	Trabzon vilâyeti	Köy	Köy			Merkez>Çarşamba>Samsun		Merkez	Çarşamba	Samsun																																																				
346	346	ARIT	آريت	Nahiye (1924)	Nahiye	1924		Bartın>Zonguldak			Bartın	Zonguldak	Nahiye (1991)	Nahiye	1991		Merkez>Bartın			Merkez	Bartın																																																				
347	347	Arin (GÖLDÜZÜ)	آرين	Nahiye (1926)	Nahiye	1926		Adilcevaz>Bitlis			Adilcevaz	Bitlis																																																													
348	348	ARİŞ (Kal’atü’l-Ariş)	عريش	Kasaba	Kasaba			Filistin				Filistin																																																													
349	349	ARKA	عرقا	Nahiye (1517)	Nahiye	1517		Trablus>Arap vilâyeti			Trablus	Arap vilâyeti																																																													
350	350	ARKADYA (Kyparissia)	عرقديا	Sancak (16. yy.)	Sancak	16. yy.		Mora eyâleti				Mora eyâleti	Eyâlet (1827)	Eyâlet	1827		Yunanistan				Yunanistan																																																				
351	351	ARKASA	آرقاصا	Kaza Mrk. (1867)	Kaza merkezi	1867		Kerpe>Rodos>C.Bahr-i Sefid vilâyeti		Kerpe	Rodos	Cezayir-i Bahr-i Sefid vilâyeti	Kaza Mrk. (1948)	Kaza merkezi	1948		Yunanistan				Yunanistan																																																				
352	352	ARKİKO (Archico)	آرکيکو	Sancak (1557)	Sancak	1557		Habeş eyâleti				Habeş eyâleti	Kaza	Kaza			Musavva>Habeş eyâleti			Musavva	Habeş eyâleti																																																				
353	353	ARKUB-I A’LÂ	عرقوب اعلا	Nahiye	Nahiye			Şuf>Cebel-i Lübn.n>Lübnan vilâyeti		Şuf	Cebel-i Lübnan	Lübnan vilâyeti																																																													
354	354	ARKUB-I CENÛBÎ	عرقوب جنوبی	Nahiye	Nahiye			Şuf>Cebel-i Lübnan>Lübnan vilâyeti		Şuf	Cebel-i Lübnan	Lübnan vilâyeti																																																													
355	355	ARKUB-I FEVKANÎ ve TAHTANÎ	عرقوب فوقانی وتحتانی	Kaza (1856)	Kaza	1856		Cebel-i Dürzi>Sayda eyâleti			Cebel-i Dürzi	Sayda eyâleti																																																													
356	356	ARKUB-I ŞİMALİ	عرقوب شمالی	Nahiye	Nahiye			Şuf>Cebel-i Lübnan>Lübnan vilâyeti		Şuf	Cebel-i Lübnan	Lübnan vilâyeti																																																													
357	357	Armişe (AKMEŞE)	ارميشه	Nahiye	Nahiye			Merkez>İzmit sancağı			Merkez	İzmit sancağı	Nahiye (1924)	Nahiye	1924		Merkez>Kocaeli			Merkez	Kocaeli																																																				
358	358	Armudili (SABUNCU) (Sabuncupınar)	آرمود ايلی	Nahiye	Nahiye			Merkez>Kütahya			Merkez	Kütahya																																																													
359	359	ARMUTLU (Armudan) (Büyükarmutlu)	آرمودان	Nahiye (1865)	Nahiye	1865		Kemah>Erzincan>Erzurum vilâyeti		Kemah	Erzincan	Erzurum vilâyeti	Nahiye (1938)	Nahiye	1938		İliç>Erzincan			İliç	Erzincan																																																				
360	360	ARMUTLU	آرمودلی	Nahiye (1867)	Nahiye	1867		Gemlik>Bursa>Hudavendigâr vilâyeti		Gemlik	Bursa	Hudavendigâr vilâyeti	Nahiye (1924)	Nahiye	1924		Gemlik>Bursa			Gemlik	Bursa	Kaza (1995)	Kaza	1995		Yalova				Yalova																																											
361	361	ARMUTOVA (Emrudâbâd) (Gömeç)	آرموداووه	Nahiye (1867)	Nahiye	1867		Burhaniye>Karesi>Hudavendigâr vilâyeti		Burhaniye	Karesi	Hudavendigâr vilâyeti	Nahiye (1924)	Nahiye	1924		Burhaniye>Balıkesir			Burhaniye	Balıkesir																																																				
362	362	ARNAUD (Arnavud) (Albania) (İlk merkezi “Argirikasrı=Ergiri”dir.)	آرناؤد	Sancak (~1535)	Sancak	~1535		Rumeli eyâleti				Rumeli eyâleti																																																													
363	363	ARNUN	عرنون	Kaza (1520)	Kaza	1520		Şam>Şem eyâleti			Şam	Şam eyâleti																																																													
364	364	ARPAÇAY (Zaroşad)	آرپاچايی	Kaza (1926)	Kaza	1926		Kars				Kars																																																													
365	365	ARPALI	آرپالی	Sancak (1578)	Sancak	1578		Çıldır eyâleti				Çıldır eyâleti	Köy	Köy			Merkez>Şavşat>Artvin		Merkez	Şavşat	Artvin																																																				
366	366	Arpaz (ESENKÖY)	آرپاز	Kaza (~1530)	Kaza	~1530		Aydın>Anadolu eyâleti			Aydın	Anadolu eyâleti	Kaza (1841)	Kaza	1841		Aydın>Aydın eyâleti			Aydın	Aydın eyâleti	Köy	Köy			Merkez>Nazilli>Aydın vilâyeti		Merkez	Nazilli	Aydın vilâyeti																																											
367	367	Arpetin (GÖZENEK)	آرپاتين	Nahiye (1926)	Nahiye	1926		Yaylâk>Urfa			Yaylâk	Urfa	Köy	Köy			Yaylâk>Bozova>Şanlıurfa		Yaylâk	Bozova	Şanlıurfa																																																				
368	368	ARSAK	آرسق	Kasaba	Kasaba			Kazan>Rusya			Kazan	Rusya																																																													
369	369	ARSAMOSAT (Sirmat)	آرساموسات	Antik şehir	Antik şehir			Ermenistan				Ermenistan																																																													
370	370	ARSİN	آرسين	Köy	Köy			Yomra>Merkez>Trabzon		Yomra	Merkez	Trabzon	Nahiye (1946)	Nahiye	1946		Merkez>Trabzon			Merkez	Trabzon	Kaza (1959)	Kaza	1959		Trabzon				Trabzon																																											
371	371	ARSLANBEY	آرسلان بک	Kasaba	Kasaba			Merkez>İzmit>Kocaeli		Merkez	İzmit	Kocaeli																																																													
372	372	ARSLANKÖY	آرسلان کوی	Nahiye	Nahiye			Merkez>İçel			Merkez	İçel																																																													
373	373	Arsuz (Arsuz ili) (ULUÇINAR)	آرسوزايلی	Nahiye (1517)	Nahiye	1517		Halep>Arap vilâyeti			Halep	Arap vilâyeti	Nahiye (1520)	Nahiye	1520		Üzeyir>Halep eyâleti			Üzeyir	Halep eyâleti	Kaza (1608)	Kaza	1608		Belen>Adana eyâleti			Belen	Adana eyâleti	Nahiye (1865)	Nahiye	1865		İskenderun>Halep>Halep vilâyeti		İskenderun	Halep	Halep vilâyeti	Nahiye (1939)	Nahiye	1939		İskenderun>Hatay			İskenderun	Hatay																									
374	374	ARŞOVA (Orşova)	آرشوه	Sancak	Sancak			Rumeli eyâleti				Rumeli eyâleti	Sancak (1552)	Sancak	1552		Tımışvar eyâleti				Tımışvar eyâleti																																																				
375	375	ARTOVA (Artukâbâd) (Kızılca)	آرتوه	Nahiye (~1530)	Nahiye	~1530		Turhal>Sivas-Tokat>Rum eyâleti		Turhal	Sivas-Tokat	Rum eyâleti	Kaza (17.yy.)	Kaza	17. yy.		Sivas>Sivas eyâleti			Sivas	Sivas eyâleti	Kaza (1865)	Kaza	1865		Sivas>Sivas vilâyeti			Sivas	Sivas vilâyeti	Kaza (1924)	Kaza	1924		Tokat				Tokat																																		
376	376	ARTVİN (Livane) (Önceki aşamaları “Livane” maddelerinde.)	آرتوين	Sancak (1921)	Sancak	1921		Müstakil sancak				Müstakil sancak	Vilâyet (1924)	Vilâyet	1924		Artvin				Artvin	Kaza (1933)	Kaza	1933		Çoruh				Çoruh	Vilâyet Mrk. (1936)	Vilâyet merkezi	1936		Çoruh				Çoruh	Vilâyet (1956)	Vilâyet	1956		Artvin				Artvin																									
377	377	Artukâbâd (ARTOVA)	آرتق آباد	Nahiye (16. yy.)	Nahiye	16. yy.		Turhal>Sivas-Tokat>Rum eyâleti		Turhal	Sivas-Tokat	Rum eyâleti	Kaza	Kaza			Sivas>Sivas			Sivas	Sivas	Kaza (1865)	Kaza	1865		Sivas>Sivas vilâyeti			Sivas	Sivas vilâyeti	Kaza (1924)	Kaza	1924		Tokat				Tokat																																		
378	378	ARVAD (Cezire-i Arvad)	ارواد	Kaza (1847)	Kaza	1847		Trablusşam>Sayda eyâleti			Trablusşam	Sayda eyâleti	Kaza (1865)	Kaza	1865		Trablusşam>Suriye vilâyeti			Trablusşam	Suriye vilâyeti	Nahiye (1888)	Nahiye	1888		Tartus>Trablusşam>Beyrut		Tartus	Trablusşam	Beyrut	Nahiye	Nahiye			Tartus>Suriye			Tartus	Suriye																																		
379	379	ARYANO (Ariano)	آريانو	Kasaba	Kasaba			Venedik>İtalya			Venedik	İtalya																																																													
380	380	Arzerpalanka (AKPALANKA)	آرزرپلانقه	Kasaba (1864)	Kasaba	1864		Merkez>Vidin>Tuna vilâyeti		Merkez	Vidin	Tuna vilâyeti	Kasaba (1913)	Kasaba	1913		Romanya				Romanya																																																				
381	381	ARZU (Arzeu)	آرزو	Kasaba	Kasaba			Oran>Cezayir			Oran	Cezayir																																																													
382	382	ARZUF (Arsouf)	آرزوف	Kasaba (1856)	Kasaba	1856		Yafa>Kudüs>Sayda eyâleti		Yafa	Kudüs	Sayda eyâleti																																																													
383	383	ASANYA (Asanja)	آصارجق	Kasaba	Kasaba			Yosaniçe>Semendira>Yugoslavya		Yosaniçe	Semendira	Yugoslavya																																																													
384	384	ASARCIK (Hisarcık) (Biçincik)	آسانيا	Kasaba	Kasaba			Merkez>Samsun>Canik>Trabzon vilayeti.	Merkez	Samsun	Canik	Trabzon vilâyeti	Nahiye	Nahiye			Kavak>Samsun			Kavak	Samsun	Kaza (~1990)	Kaza	~1990		Samsun				Samsun																																											
385	385	Asi (YENİDOĞAN)	عاصی	Nahiye (1924)	Nahiye	1924		Sason>Siirt			Sason	Siirt	Köy	Köy			Merkez>Kozluk>Siirt		Merkez	Kozluk	Siirt																																																				
386	386	Asikaraağaç (Garbikaraağaç) (ACIPAYAM)	عاصی قره آغاچ	Kaza (~1530)	Kaza	~1530		Hamid>Anadolu eyâleti			Hamid	Anadolu eyâleti	Kaza (1888)	Kaza	1888		Denizli>Aydın vilâyeti			Denizli	Aydın vilâyeti	Kaza (1924)	Kaza	1924		Denizli				Denizli																																											
387	387	Asiyozgat (ELMADAĞ)	عاصی يوزغاد	Nahiye	Nahiye			Merkez>Ankara			Merkez	Ankara	Kaza (1960)	Kaza	1960		Ankara				Ankara																																																				
388	388	ASİR (Abha)	عسير	Sancak (1873)	Sancak	1873		Yemen vilâyeti				Yemen vilâyeti																																																													
389	389	ASKALAN	عسقلان	Kasaba	Kasaba			Yafa>Kudüs>Filistin		Yafa	Kudüs	Filistin																																																													
390	390	ASLANAPA (Gireği)	آرسلان آپه	Nahiye (~1530)	Nahiye	~1530		Merkez>Kütahya>Anadolu eyâleti		Merkez	Kütahya	Anadolu eyâleti	Nahiye (1924)	Nahiye	1924		Merkez>Kütahya			Merkez	Kütahya	Kaza (1990)	Kaza	1990		Kütahya				Kütahya																																											
391	391	ASMACA	آصمه جه	Kaza Merk. (1943)	Kaza merkezi	1943		Feke>Adana			Feke	Adana																																																													
392	392	ASNUİLİ	آصنوايلی	Nahiye (Pütürge yöresinde (Doğanyol bucağına bağlı Behramlı k.yü o zaman “Asnuili’ne bağlı idi.)	Nahiye		Pütürge yöresinde (Doğanyol bucağına bağlı Behramlı köyü o zaman “Asnuili’ne bağlı idi.	Gerger>Kâhta Rum eyâleti			Gerger	Kâhta Rum eyâleti																																																													
393	393	ASOPOS	آسوپوس	Nahiye (16.yy.)	Nahiye	16. yy.		Epidaros>Lakonya>Mora		Epidaros	Lakonya	Mora	Nahiye (1827)	Nahiye	1827		Epidaros>Lakonya>Yunanistan		Epidaros	Lakonya	Yunanistan																																																				
394	394	ASPİNZE	آسپينزه	Sancak (1578)	Sancak	1578		Çıldır eyâleti				Çıldır eyâleti	Kasaba	Kasaba			Gürcistan				Gürcistan																																																				
395	395	ASTARA	آستاره	Kasaba	Kasaba			Lenkoran>Bakü>Azerbaycan		Lenkoran	Bakü	Azerbaycan																																																													
396	396	ASTROPALYA	آستروپاليا	Nahiye	Nahiye			Kaliminos>Sakız>Yunanistan		Kaliminos	Sakız	Yunanistan																																																													
397	397	ASTUN (Halen İran’ın Urmiye=Rezaiye kentine bağlı)	آستون	Sancak (=1732)	Sancak	1732		Van eyâleti				Van eyâleti																																																													
398	398	ASVAN (El-Fantine)	آصوان	Mudiriyet (17.yy.)	Müdiriyet	17. yy.		Mısır eyâleti				Mısır eyâleti	Kaza (1697-98)	Kaza	1697-1698		Circa>Mısır eyâleti			Circa	Mısır eyâleti																																																				
399	399	ASYAGO	آسياغو	Kasaba	Kasaba			Viçence>Venedik>İtalya		Viçence	Venedik	İtalya																																																													
